"","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Vict Age","Status Desc","LOCATION","LAT","LON"
"92","192009437","04/19/2019 12:00:00 AM",2019-04-19 12:00:00,"0005","20","Olympic","2044",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","900 S  ARDMORE                      AV",34.0559,-118.302
"93","191814757","06/24/2019 12:00:00 AM",2019-06-24 12:00:00,"0200","18","Southeast","1801",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","89TH                         ST",33.9555,-118.2871
"94","191610451","06/18/2019 12:00:00 AM",2019-06-18 12:00:00,"0250","16","Foothill","1672",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",62,"Invest Cont","PEORIA                       ST",34.232,-118.3893
"95","190506082","02/16/2019 12:00:00 AM",2019-02-16 12:00:00,"2220","05","Harbor","0503",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","252ND                        ST",33.7958,-118.2937
"96","191106922","03/02/2019 12:00:00 AM",2019-03-02 12:00:00,"2020","11","Northeast","1124",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3200    ANDRITA                      ST",34.1177,-118.2441
"97","190321417","09/24/2019 12:00:00 AM",2019-09-24 12:00:00,"2230","03","Southwest","0326",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","2700 S  HARVARD                      BL",34.0309,-118.3066
"98","190900584","04/06/2019 12:00:00 AM",2019-04-05 12:00:00,"2245","09","Van Nuys","0941",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",57,"Adult Arrest","5700    SEPULVEDA                    BL",34.174,-118.4662
"99","191610492","06/19/2019 12:00:00 AM",2019-06-18 12:00:00,"0005","16","Foothill","1672",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",64,"Invest Cont","ILEX                         AV",34.2322,-118.389
"100","190300869","07/24/2019 12:00:00 AM",2019-07-24 12:00:00,"1545","03","Southwest","0393",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","4200    DEGNAN                       BL",34.0085,-118.3314
"101","192116176","09/24/2019 12:00:00 AM",2019-09-24 12:00:00,"0500","21","Topanga","2143",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",36,"Adult Other","VICTORY                      BL",34.1865,-118.6234
"102","190100901","09/25/2019 12:00:00 AM",2019-09-25 12:00:00,"2300","01","Central","0118",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",33,"Invest Cont","100 W  ELMYRA                       ST",34.0661,-118.2334
"103","190506623","03/02/2019 12:00:00 AM",2019-03-02 12:00:00,"2200","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2500 E  ANAHEIM                      ST",33.7819,-118.2314
"104","191500709","03/17/2019 12:00:00 AM",2019-03-16 12:00:00,"2300","15","N Hollywood","1516",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","6600    LEMP                         AV",34.1903,-118.3845
"105","190300965","09/10/2019 12:00:00 AM",2019-09-10 12:00:00,"1850","03","Southwest","0312",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","CLOVERDALE                   AV",34.0325,-118.3582
"106","191100644","07/25/2019 12:00:00 AM",2019-07-25 12:00:00,"0530","11","Northeast","1146",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","RIPPLE",34.1052,-118.2492
"107","191221486","08/29/2019 12:00:00 AM",2019-08-29 12:00:00,"1030","12","77th Street","1283",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","98TH                         ST",33.947,-118.309
"108","191210066","03/27/2019 12:00:00 AM",2019-03-27 12:00:00,"1555","12","77th Street","1251",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","7000    8TH                          AV",33.9731,-118.3304
"109","191306672","02/20/2019 12:00:00 AM",2019-02-19 12:00:00,"0445","13","Newton","1342",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",19,"Invest Cont","36TH                         ST",34.0147,-118.2682
"110","191113540","07/13/2019 12:00:00 AM",2019-07-13 12:00:00,"1952","11","Northeast","1158",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1200    ISABEL                       ST",34.0951,-118.2171
"111","191204858","01/13/2019 12:00:00 AM",2019-01-13 12:00:00,"0045","12","77th Street","1232",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3200 W  59TH                         ST",33.9872,-118.3282
"112","190600982","05/11/2019 12:00:00 AM",2019-05-11 12:00:00,"0145","06","Hollywood","0636",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","CHEROKEE                     AV",34.1016,-118.3348
"113","191810247","04/14/2019 12:00:00 AM",2019-04-14 12:00:00,"2155","18","Southeast","1827",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","9500    HOLMES                       AV",33.9501,-118.2408
"114","191812157","05/15/2019 12:00:00 AM",2019-05-15 12:00:00,"0050","18","Southeast","1821",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","HOOVER",33.9492,-118.2869
"115","191913964","07/25/2019 12:00:00 AM",2019-07-25 12:00:00,"0001","19","Mission","1918",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","GRIDLEY",34.3022,-118.4287
"116","191218141","07/13/2019 12:00:00 AM",2019-07-13 12:00:00,"1745","12","77th Street","1253",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","WESTERN                      AV",33.9737,-118.309
"117","190900782","08/06/2019 12:00:00 AM",2019-08-06 12:00:00,"2203","09","Van Nuys","0963",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","CEDROS                       AV",34.164,-118.4531
"118","190500526","01/13/2019 12:00:00 AM",2019-01-13 12:00:00,"2210","05","Harbor","0567",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","200 W  15TH                         ST",33.7306,-118.2814
"119","190313098","05/16/2019 12:00:00 AM",2019-05-16 12:00:00,"1120","03","Southwest","0376",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",51,"Adult Other","37TH                         ST",34.0145,-118.3045
"120","190905278","01/27/2019 12:00:00 AM",2019-01-27 12:00:00,"0200","09","Van Nuys","0923",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",27,"Invest Cont","15200    VICTORY                      BL",34.1903,-118.4574
"121","191105050","01/22/2019 12:00:00 AM",2019-01-22 12:00:00,"0010","11","Northeast","1135",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3300    DIVISION                     ST",34.1164,-118.2332
"122","191612905","08/19/2019 12:00:00 AM",2019-08-18 12:00:00,"2354","16","Foothill","1633",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",72,"Invest Cont","FOOTHILL",34.2749,-118.3955
"123","190511223","06/12/2019 12:00:00 AM",2019-06-12 12:00:00,"2000","05","Harbor","0507",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","227TH                        ST",33.8202,-118.3037
"124","190506579","03/01/2019 12:00:00 AM",2019-03-01 12:00:00,"0500","05","Harbor","0529",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","900    CUSHING                      AV",33.7831,-118.2305
"125","190114284","05/23/2019 12:00:00 AM",2019-05-23 12:00:00,"1815","01","Central","0176",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",48,"Invest Cont","7TH                          ST",34.0412,-118.2474
"126","191707010","03/07/2019 12:00:00 AM",2019-03-07 12:00:00,"1115","17","Devonshire","1785",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","8800    RESEDA                       BL",34.2308,-118.5361
"127","190712467","06/18/2019 12:00:00 AM",2019-06-16 12:00:00,"1700","07","Wilshire","0711",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","FAIRFAX",34.0802,-118.3614
"128","191900851","06/22/2019 12:00:00 AM",2019-06-22 12:00:00,"2340","19","Mission","1982",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",78,"Invest Cont","8700    PARTHENIA                    PL",34.2286,-118.4644
"129","190505086","01/24/2019 12:00:00 AM",2019-01-24 12:00:00,"2145","05","Harbor","0515",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1500    MCDONALD                     AV",33.7929,-118.272
"130","191905540","02/02/2019 12:00:00 AM",2019-02-02 12:00:00,"1520","19","Mission","1913",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","13000    GLENOAKS                     BL",34.3089,-118.4613
"131","190400718","03/17/2019 12:00:00 AM",2019-03-17 12:00:00,"2230","04","Hollenbeck","0466",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2400 E  CESAR E CHAVEZ               AV",34.0468,-118.2078
"132","191800829","10/19/2019 12:00:00 AM",2019-10-19 12:00:00,"1725","18","Southeast","1805",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",57,"Invest Cont","300 E  89TH                         ST",33.9556,-118.2695
"133","191000869","09/14/2019 12:00:00 AM",2019-09-13 12:00:00,"2355","10","West Valley","1017",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","17300    SATICOY                      ST",34.2084,-118.5099
"134","190507360","03/16/2019 12:00:00 AM",2019-03-16 12:00:00,"2325","05","Harbor","0513",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","110                          FY",33.7862,-118.2908
"135","190401280","10/06/2019 12:00:00 AM",2019-10-06 12:00:00,"2310","04","Hollenbeck","0477",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Arrest","2400    WHITTIER                     BL",34.0344,-118.2157
"136","192004453","01/10/2019 12:00:00 AM",2019-01-09 12:00:00,"2200","20","Olympic","2076",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1400 S  NEW HAMPSHIRE                AV",34.0463,-118.2924
"137","191809668","04/06/2019 12:00:00 AM",2019-04-06 12:00:00,"1630","18","Southeast","1838",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","105TH                        ST",33.9407,-118.239
"138","190716753","09/18/2019 12:00:00 AM",2019-09-18 12:00:00,"0130","07","Wilshire","0778",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",21,"Invest Cont","LONGWOOD                     AV",34.0418,-118.3269
"139","190400669","03/03/2019 12:00:00 AM",2019-03-03 12:00:00,"2210","04","Hollenbeck","0426",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","PORTOLA",34.0887,-118.1721
"140","191700519","01/18/2019 12:00:00 AM",2019-01-18 12:00:00,"1240","17","Devonshire","1794",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","AMIGO                        AV",34.223,-118.5378
"141","191611748","07/21/2019 12:00:00 AM",2019-07-21 12:00:00,"0230","16","Foothill","1601",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Invest Cont","DESMOND",34.2831,-118.4187
"142","190913328","07/05/2019 12:00:00 AM",2019-07-05 12:00:00,"0005","09","Van Nuys","0904",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","15100    LEADWELL                     ST",34.2039,-118.4618
"143","191214181","05/21/2019 12:00:00 AM",2019-05-21 12:00:00,"1300","12","77th Street","1273",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","8800 S  WESTERN                      AV",33.9582,-118.309
"144","191208621","03/09/2019 12:00:00 AM",2019-03-09 12:00:00,"1100","12","77th Street","1252",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",53,"Invest Cont","2800 W  FLORENCE                     AV",33.9746,-118.3236
"145","191605955","02/25/2019 12:00:00 AM",2019-02-24 12:00:00,"2045","16","Foothill","1643",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","KAGEL CANYON                 ST",34.2572,-118.4126
"146","191205345","01/19/2019 12:00:00 AM",2019-01-19 12:00:00,"2100","12","77th Street","1235",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",38,"Invest Cont","59TH                         ST",33.9875,-118.298
"147","191211039","04/09/2019 12:00:00 AM",2019-04-09 12:00:00,"2345","12","77th Street","1215",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1300 W  54TH                         ST",33.9932,-118.298
"148","191000605","03/30/2019 12:00:00 AM",2019-03-30 12:00:00,"0515","10","West Valley","1065",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","17800    KILLION                      ST",34.1708,-118.5203
"149","191013329","08/08/2019 12:00:00 AM",2019-08-08 12:00:00,"2210","10","West Valley","1018",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","15800    SATICOY                      ST",34.2085,-118.4771
"150","190504881","01/20/2019 12:00:00 AM",2019-01-20 12:00:00,"2245","05","Harbor","0564",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2ND                          ST",33.7424,-118.2804
"151","190509854","05/13/2019 12:00:00 AM",2019-05-13 12:00:00,"2215","05","Harbor","0528",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","L                            ST",33.7876,-118.2465
"152","191212436","04/28/2019 12:00:00 AM",2019-04-28 12:00:00,"0545","12","77th Street","1273",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",40,"Invest Cont","WESTERN                      AV",33.9564,-118.309
"153","191811143","04/29/2019 12:00:00 AM",2019-04-29 12:00:00,"2115","18","Southeast","1824",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","E  98TH                         ST",33.9475,-118.2586
"154","190401113","08/11/2019 12:00:00 AM",2019-08-11 12:00:00,"1840","04","Hollenbeck","0416",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","2700    LINCOLN PARK                 AV",34.0812,-118.2032
"155","190505539","02/04/2019 12:00:00 AM",2019-02-04 12:00:00,"2000","05","Harbor","0507",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","225TH                        ST",33.8223,-118.3015
"156","190710715","05/17/2019 12:00:00 AM",2019-05-16 12:00:00,"2210","07","Wilshire","0759",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",18,"Adult Arrest","1100    BRONSON                      AV",34.0495,-118.3215
"157","191819102","09/05/2019 12:00:00 AM",2019-09-04 12:00:00,"2130","18","Southeast","1871",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","700 W  136TH                        ST",33.9084,-118.2872
"158","190700950","09/29/2019 12:00:00 AM",2019-09-29 12:00:00,"0930","07","Wilshire","0759",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    BRONSON                      AV",34.0495,-118.3215
"159","191214130","05/20/2019 12:00:00 AM",2019-05-20 12:00:00,"2025","12","77th Street","1273",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","91ST                         ST",33.9545,-118.3079
"160","192004319","01/07/2019 12:00:00 AM",2019-01-07 12:00:00,"2330","20","Olympic","2036",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3100 W  8TH                          ST",34.0598,-118.2935
"161","190500811","07/03/2019 12:00:00 AM",2019-07-03 12:00:00,"2100","05","Harbor","0509",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","25100    BELLE PORTE                  AV",33.7968,-118.3011
"162","191500624","02/10/2019 12:00:00 AM",2019-02-09 12:00:00,"2310","15","N Hollywood","1511",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","7200    ATOLL                        AV",34.2012,-118.4211
"163","191605662","02/15/2019 12:00:00 AM",2019-02-15 12:00:00,"1800","16","Foothill","1617",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",51,"Adult Arrest","9100    FOOTHILL                     BL",34.2724,-118.3243
"164","190500814","07/04/2019 12:00:00 AM",2019-07-03 12:00:00,"2350","05","Harbor","0551",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1400 W  SUMMERLAND                   AV",33.747,-118.3064
"165","192011884","06/09/2019 12:00:00 AM",2019-06-09 12:00:00,"0030","20","Olympic","2079",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Adult Other","ORCHARD                      AV",34.0453,-118.2885
"166","191610724","06/24/2019 12:00:00 AM",2019-06-24 12:00:00,"2230","16","Foothill","1672",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",28,"Adult Arrest","LANKERSHIM",34.2337,-118.3878
"167","190918644","10/21/2019 12:00:00 AM",2019-10-18 12:00:00,"2130","09","Van Nuys","0939",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","VICTORY                      BL",34.1867,-118.4137
"168","191311635","05/17/2019 12:00:00 AM",2019-05-17 12:00:00,"2315","13","Newton","1371",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5300 S  BROADWAY",33.9942,-118.2783
"169","191700503","01/01/2019 12:00:00 AM",2019-01-01 12:00:00,"2300","17","Devonshire","1751",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","21700    MERRIDY                      ST",34.2529,-118.6017
"170","191700601","03/25/2019 12:00:00 AM",2019-03-25 12:00:00,"2157","17","Devonshire","1794",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",46,"Invest Cont","8300    AMIGO                        AV",34.2215,-118.5379
"171","191212997","05/06/2019 12:00:00 AM",2019-05-06 12:00:00,"0105","12","77th Street","1248",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","800 W  68TH                         ST",33.9782,-118.2871
"172","191312914","06/09/2019 12:00:00 AM",2019-06-09 12:00:00,"2255","13","Newton","1365",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","48TH                         ST",34.0002,-118.2499
"173","191811310","05/02/2019 12:00:00 AM",2019-05-02 12:00:00,"0400","18","Southeast","1823",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","97TH                         ST",33.9483,-118.2695
"174","191600579","02/04/2019 12:00:00 AM",2019-02-03 12:00:00,"0050","16","Foothill","1642",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",33,"Invest Cont","TELFAIR                      AV",34.2606,-118.4224
"175","190500919","08/21/2019 12:00:00 AM",2019-08-21 12:00:00,"2330","05","Harbor","0521",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","FIGUEROA                     PL",33.7773,-118.2807
"176","191612349","08/05/2019 12:00:00 AM",2019-08-05 12:00:00,"0050","16","Foothill","1663",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","9100    TELFAIR                      AV",34.2348,-118.395
"177","192112634","07/11/2019 12:00:00 AM",2019-07-04 12:00:00,"1000","21","Topanga","2156",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",50,"Adult Other","6600    TOPANGA CANYON               BL",34.1905,-118.6059
"178","190415015","09/26/2019 12:00:00 AM",2019-09-26 12:00:00,"0030","04","Hollenbeck","0439",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","5100    VALLEY                       BL",34.0712,-118.1732
"179","190505096","01/24/2019 12:00:00 AM",2019-01-24 12:00:00,"2325","05","Harbor","0532",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","1100    RONAN                        AV",33.7845,-118.272
"180","190400865","05/12/2019 12:00:00 AM",2019-05-12 12:00:00,"2150","04","Hollenbeck","0467",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","MATHEWS",34.0401,-118.2106
"181","191306541","02/17/2019 12:00:00 AM",2019-02-17 12:00:00,"1645","13","Newton","1343",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","3700    METTLER                      ST",34.0128,-118.2664
"182","191820010","09/20/2019 12:00:00 AM",2019-09-20 12:00:00,"2210","18","Southeast","1881",2,753,"DISCHARGE FIREARMS/SHOTS FIRED",0,"Invest Cont","16400    ORCHARD                      AV",33.8829,-118.2881
